plant,split,extremeness,rank
8631,train,2.4338,0.6016
8632,val,3.1476,0.8696
8633,train,2.2044,0.4795
8634,train,3.3508,0.9083
8635,train,2.2837,0.5222
8636,test,3.8811,0.9651
8637,val,4.1664,0.9798
8638,train,2.7599,0.7517
8639,val,2.6547,0.7112
8640,train,1.8957,0.3018
8641,train,2.1310,0.4323
8642,train,1.7035,0.2001
8643,train,3.0148,0.8371
8644,train,2.2414,0.4999
8645,train,3.6605,0.9464
8646,train,2.6495,0.7086
8647,train,2.5839,0.6765
8648,train,1.3954,0.0879
8649,test,3.4223,0.9189
8650,val,1.9546,0.3334
8651,train,2.9076,0.8033
8652,train,1.8731,0.2886
8653,train,0.7493,0.0033
8654,train,2.1000,0.4163
8655,train,1.5277,0.1314
8656,train,1.7240,0.2099
8657,test,3.2202,0.8859
8658,train,2.0388,0.3809
8659,train,1.8433,0.2725
8660,test,3.1712,0.8755
8661,train,2.4817,0.6257
8662,train,2.3070,0.5346
8663,train,1.9487,0.3304
8664,train,1.6533,0.1809
8665,train,3.2203,0.8860
8666,test,2.1222,0.4281
8667,train,1.6211,0.1681
8668,train,2.8021,0.7666
8669,train,2.2302,0.4941
8670,train,1.5795,0.1505
8671,test,2.7463,0.7470
8672,train,1.8324,0.2664
8673,test,4.5575,0.9900
8674,train,2.9699,0.8237
8675,train,1.7099,0.2036
8676,train,1.4577,0.1067
8677,train,2.2056,0.4798
8678,val,2.2493,0.5040
8679,train,1.5561,0.1413
8680,train,1.9885,0.3514
8681,train,1.9794,0.3466
8682,train,2.7081,0.7330
8683,train,2.0392,0.3812
8684,train,2.9515,0.8168
8685,train,2.4926,0.6304
8686,train,2.6641,0.7150
8687,test,2.4182,0.5932
8688,train,2.5997,0.6860
8689,train,2.5893,0.6799
8690,train,2.7575,0.7505
8691,train,0.9828,0.0157
8692,train,1.6602,0.1836
8693,train,1.6988,0.1981
8694,train,3.0260,0.8397
8695,train,3.3718,0.9117
8696,train,2.7635,0.7539
8697,test,3.0793,0.8539
8698,test,3.5405,0.9347
8699,train,3.8411,0.9621
8700,train,3.8962,0.9666
8701,train,1.7303,0.2131
8702,train,1.5343,0.1335
8703,train,2.1651,0.4550
8704,train,2.6585,0.7126
8705,train,0.9689,0.0142
8706,train,2.6043,0.6880
8707,train,2.1539,0.4463
8708,train,1.9411,0.3262
8709,train,1.3285,0.0715
8710,train,0.8899,0.0086
8711,train,2.1107,0.4223
8712,train,4.3034,0.9838
8713,train,1.9255,0.3181
8714,train,2.6670,0.7162
8715,train,1.7330,0.2144
8716,train,1.8676,0.2862
8717,train,1.5650,0.1448
8718,test,3.1935,0.8804
8719,train,1.6818,0.1917
8720,train,2.5878,0.6788
8721,train,2.7188,0.7365
8722,train,1.3607,0.0798
8723,test,2.8386,0.7801
8724,test,3.4600,0.9244
8725,train,2.3812,0.5741
8726,train,2.1982,0.4760
8727,train,1.3859,0.0853
8728,val,2.8906,0.7972
8729,train,2.2712,0.5150
8730,test,3.8889,0.9657
8731,test,2.1301,0.4319
8732,train,1.7462,0.2213
8733,train,2.1619,0.4530
8734,test,2.4194,0.5939
8735,train,2.1404,0.4382
8736,train,1.3012,0.0641
8737,train,1.8474,0.2752
8738,train,2.4631,0.6157
8739,train,2.1565,0.4486
8740,test,3.3256,0.9038
8741,val,3.5833,0.9391
8742,train,1.1948,0.0423
8743,train,1.5629,0.1441
8744,train,2.3014,0.5315
8745,train,1.9893,0.3519
8746,train,2.7001,0.7298
8747,train,1.9300,0.3196
8748,train,4.1233,0.9781
8749,train,1.3388,0.0738
8750,val,1.9574,0.3350
8751,val,3.4530,0.9235
8752,val,2.7450,0.7467
8753,test,3.7075,0.9504
8754,train,2.0276,0.3739
8755,val,2.6683,0.7164
8756,test,3.1198,0.8637
8757,test,2.1346,0.4341
8758,train,1.8476,0.2754
8759,train,2.0183,0.3679
8760,train,1.8264,0.2631
8761,val,2.9500,0.8162
8762,val,2.6190,0.6950
8763,train,2.0522,0.3880
8764,train,2.3950,0.5816
8765,train,1.1575,0.0374
8766,train,1.8764,0.2906
8767,train,2.6590,0.7128
8768,train,1.7742,0.2371
8769,train,0.8676,0.0074
8770,train,1.4756,0.1121
8771,train,3.7112,0.9509
8772,val,2.2520,0.5049
8773,train,1.9721,0.3429
8774,train,2.3775,0.5722
8775,train,2.4395,0.6042
8776,train,2.1291,0.4313
8777,val,3.4921,0.9279
8778,train,1.7642,0.2323
8779,train,1.7926,0.2463
8780,train,2.3683,0.5670
8781,train,1.7567,0.2271
8782,train,1.7949,0.2477
8783,val,2.6849,0.7231
8784,train,1.9135,0.3107
8785,train,2.2468,0.5027
8786,val,2.5679,0.6697
8787,train,2.7687,0.7557
8788,test,2.2276,0.4922
8789,train,1.0553,0.0233
8790,test,2.9045,0.8021
8791,train,2.0914,0.4104
8792,train,3.1577,0.8721
8793,test,3.5324,0.9334
8794,train,1.6070,0.1612
8795,train,2.9860,0.8293
8796,train,1.1410,0.0337
8797,train,2.9872,0.8296
8798,train,1.2790,0.0586
8799,train,2.7145,0.7350
8800,train,1.5156,0.1269
8801,train,2.1017,0.4173
8802,train,1.4462,0.1033
8803,val,2.4267,0.5982
8804,train,2.6161,0.6937
8805,train,2.3124,0.5382
8806,train,2.9968,0.8317
8807,train,2.8403,0.7807
8808,val,2.5863,0.6782
8809,train,0.9146,0.0099
8810,test,1.8603,0.2824
8811,train,2.2554,0.5071
8812,val,2.4624,0.6153
8813,train,2.8368,0.7789
8814,train,1.8724,0.2882
8815,train,0.8191,0.0053
8816,train,1.0873,0.0272
8817,train,2.8311,0.7773
8818,train,2.1700,0.4585
8819,train,1.8257,0.2626
8820,test,4.1458,0.9793
8821,train,1.3294,0.0717
8822,train,3.4248,0.9193
8823,test,3.4553,0.9239
8824,test,2.6375,0.7030
8825,train,2.2383,0.4984
8826,train,1.1523,0.0359
8827,train,1.7836,0.2417
8828,train,2.5442,0.6568
8829,train,2.2983,0.5300
8830,train,2.7516,0.7492
8831,val,4.0684,0.9758
8832,test,2.6396,0.7040
8833,train,2.5592,0.6645
8834,val,2.2653,0.5124
8835,test,3.3503,0.9081
8836,test,2.5972,0.6846
8837,train,1.2484,0.0518
8838,train,2.2470,0.5029
8839,train,2.0718,0.3988
8840,test,3.9516,0.9695
8841,train,3.1668,0.8741
8842,train,2.8492,0.7838
8843,train,2.3862,0.5770
8844,train,2.8693,0.7901
8845,train,2.4257,0.5977
8846,train,2.4361,0.6026
8847,test,3.9052,0.9671
8848,train,2.2283,0.4930
8849,test,3.1566,0.8719
8850,val,2.8077,0.7689
8851,val,2.1725,0.4610
8852,train,3.1932,0.8803
8853,val,2.8729,0.7911
8854,train,1.1360,0.0328
8855,train,3.3667,0.9109
8856,train,1.1522,0.0359
8857,train,1.7321,0.2142
8858,val,2.2531,0.5054
8859,train,2.0926,0.4113
8860,train,1.5718,0.1479
8861,test,3.0184,0.8375
8862,val,3.1931,0.8802
8863,train,2.4706,0.6193
8864,train,1.7833,0.2413
8865,train,1.6645,0.1857
8866,val,2.8329,0.7779
8867,test,4.1227,0.9780
8868,train,2.2305,0.4943
8869,val,2.4093,0.5884
8870,train,1.6658,0.1861
8871,train,1.0703,0.0251
8872,train,3.0325,0.8416
8873,train,2.4087,0.5882
8874,train,2.1116,0.4229
8875,val,2.1338,0.4337
8876,train,1.4965,0.1195
8877,val,2.7508,0.7489
8878,train,2.2417,0.5000
8879,test,2.3635,0.5652
8880,val,2.6819,0.7218
8881,train,1.9910,0.3528
8882,test,3.0201,0.8382
8883,test,3.0061,0.8344
8884,val,4.2208,0.9813
8885,train,1.5125,0.1257
8886,train,1.9865,0.3502
8887,train,1.5130,0.1260
8888,val,2.3094,0.5362
8889,train,2.2112,0.4825
8890,test,3.5618,0.9372
8891,train,2.3311,0.5477
8892,test,1.7989,0.2498
8893,val,4.0561,0.9748
8894,val,3.2629,0.8927
8895,val,2.5950,0.6834
8896,train,2.6446,0.7064
8897,test,3.2490,0.8907
8898,train,1.9006,0.3042
8899,train,2.2448,0.5016
8900,test,3.1708,0.8754
8901,train,3.6309,0.9435
8902,train,1.7945,0.2476
8903,train,1.1708,0.0392
8904,train,1.2418,0.0501
8905,train,1.6903,0.1957
8906,train,2.1654,0.4552
8907,train,1.9513,0.3314
8908,train,1.7068,0.2022
8909,train,2.0947,0.4126
8910,train,1.8202,0.2596
8911,train,1.7403,0.2179
8912,train,1.8391,0.2707
8913,val,2.8897,0.7968
8914,train,4.2458,0.9823
8915,test,2.0502,0.3866
8916,val,3.0480,0.8464
8917,train,2.4356,0.6024
8918,test,2.9639,0.8219
8919,train,2.0191,0.3684
8920,train,1.7066,0.2021
8921,train,1.3235,0.0703
8922,val,2.0198,0.3688
8923,train,1.6099,0.1623
8924,train,2.5345,0.6516
8925,train,3.6381,0.9441
8926,val,3.8095,0.9601
8927,train,2.7781,0.7589
8928,train,2.1723,0.4608
8929,train,2.0479,0.3853
8930,train,1.7354,0.2158
8931,train,1.6223,0.1687
8932,train,1.2643,0.0555
8933,train,1.5947,0.1568
8934,train,1.4608,0.1077
8935,train,1.6393,0.1747
8936,train,1.2584,0.0540
8937,val,3.7043,0.9501
8938,train,1.6235,0.1691
8939,train,1.7657,0.2331
8940,val,3.3980,0.9160
8941,train,1.4953,0.1186
8942,train,1.9980,0.3562
8943,val,2.4769,0.6224
8944,val,4.2943,0.9836
8945,train,1.7487,0.2227
8946,train,1.2350,0.0489
8947,train,2.9108,0.8044
8948,train,2.2304,0.4942
8949,test,2.9310,0.8109
8950,val,2.7171,0.7357
8951,train,1.1131,0.0299
8952,train,2.3351,0.5498
8953,train,1.7940,0.2472
8954,val,2.4100,0.5888
8955,train,2.2168,0.4860
8956,train,1.8826,0.2951
8957,val,3.5370,0.9343
8958,train,2.1404,0.4383
8959,test,2.8854,0.7955
8960,train,1.0072,0.0177
8961,train,3.9590,0.9700
8962,train,1.4849,0.1152
8963,train,1.8307,0.2657
8964,val,3.5338,0.9335
8965,train,2.2147,0.4847
8966,train,2.5673,0.6694
8967,train,2.0249,0.3720
8968,train,2.4865,0.6280
8969,val,2.5904,0.6808
8970,train,1.8153,0.2572
8971,train,1.2317,0.0483
8972,train,2.5057,0.6377
8973,val,2.3267,0.5456
8974,val,4.2013,0.9808
8975,train,2.0340,0.3780
8976,train,1.9486,0.3303
8977,train,2.3333,0.5487
8978,test,2.7203,0.7372
8979,train,1.8178,0.2585
8980,train,1.5879,0.1544
8981,train,2.0995,0.4158
8982,train,1.7401,0.2177
8983,train,1.5867,0.1538
8984,test,2.7453,0.7468
8985,train,2.1483,0.4430
8986,train,2.2319,0.4953
8987,test,1.9902,0.3523
8988,train,1.2640,0.0554
8989,train,2.9520,0.8170
8990,train,2.3321,0.5484
8991,val,2.5647,0.6677
8992,train,1.3584,0.0790
8993,train,2.7706,0.7565
8994,train,1.5636,0.1442
8995,train,2.4443,0.6079
8996,train,2.0922,0.4110
8997,val,2.4061,0.5868
8998,train,2.7279,0.7404
8999,train,2.7211,0.7374
9000,train,1.9927,0.3538
9001,val,2.9456,0.8152
9002,train,1.5278,0.1315
9003,train,2.0325,0.3768
9004,val,3.5805,0.9387
9005,train,0.9453,0.0121
9006,train,2.2619,0.5099
9007,train,2.7249,0.7390
9008,train,1.5041,0.1213
9009,val,2.1444,0.4406
9010,train,0.5250,0.0003
9011,train,1.4389,0.1009
9012,val,2.9433,0.8146
9013,train,2.1120,0.4231
9014,train,1.0422,0.0217
9015,train,2.3448,0.5554
9016,train,1.5810,0.1511
9017,val,3.8320,0.9616
9018,train,1.8774,0.2910
9019,train,1.9980,0.3563
9020,test,2.6857,0.7235
9021,train,0.9789,0.0151
9022,val,3.2082,0.8836
9023,train,2.0485,0.3856
9024,train,2.9151,0.8061
9025,train,2.3818,0.5744
9026,test,3.3176,0.9025
9027,train,2.0242,0.3715
9028,train,2.0769,0.4015
9029,train,2.0663,0.3957
9030,train,2.3480,0.5570
9031,train,2.6602,0.7135
9032,train,2.0064,0.3611
9033,train,1.4404,0.1015
9034,train,1.8081,0.2536
9035,train,1.3708,0.0819
9036,train,2.3451,0.5557
9037,test,3.2818,0.8967
9038,test,3.1841,0.8782
9039,test,5.0218,0.9957
9040,train,2.2464,0.5025
9041,train,1.7470,0.2217
9042,train,2.3618,0.5646
9043,train,1.5851,0.1533
9044,train,1.6007,0.1585
9045,train,1.6051,0.1605
9046,train,2.8828,0.7941
9047,train,1.4945,0.1183
9048,train,1.2189,0.0459
9049,test,3.6918,0.9488
9050,train,1.9174,0.3132
9051,train,1.2762,0.0579
9052,test,2.8792,0.7927
9053,train,1.9633,0.3376
9054,train,4.9400,0.9946
9055,train,2.1903,0.4715
9056,train,1.0259,0.0196
9057,val,3.1489,0.8700
9058,val,2.6301,0.6996
9059,train,1.7689,0.2346
9060,train,3.0067,0.8347
9061,train,1.8732,0.2888
9062,train,1.7432,0.2197
9063,train,1.4703,0.1105
9064,train,1.8174,0.2584
9065,train,1.9647,0.3386
9066,train,2.6617,0.7140
9067,val,3.5531,0.9363
9068,train,2.5699,0.6710
9069,train,1.6521,0.1803
9070,train,2.0414,0.3824
9071,train,1.1748,0.0399
9072,train,1.2002,0.0434
9073,val,2.7202,0.7370
9074,train,2.0868,0.4080
9075,val,2.8593,0.7867
9076,val,3.0047,0.8341
9077,val,5.2429,0.9970
9078,train,1.8344,0.2678
9079,train,1.2640,0.0553
9080,train,3.6944,0.9490
9081,train,1.5084,0.1233
9082,train,1.5005,0.1208
9083,train,2.1360,0.4352
9084,val,2.2510,0.5046
9085,train,2.8746,0.7917
9086,test,2.0444,0.3835
9087,train,2.8830,0.7943
9088,train,2.3075,0.5350
9089,train,2.6183,0.6946
9090,test,2.5162,0.6431
9091,train,2.3319,0.5482
9092,train,2.0761,0.4010
9093,test,3.3528,0.9087
9094,test,2.0885,0.4091
9095,train,2.3516,0.5592
9096,test,5.2798,0.9972
9097,train,1.2823,0.0593
9098,val,2.5439,0.6566
9099,train,2.1482,0.4429
9100,test,3.1239,0.8641
9101,train,0.7509,0.0033
9102,train,2.1023,0.4176
9103,train,1.6191,0.1673
9104,train,1.7702,0.2355
9105,test,3.3189,0.9029
9106,test,1.6928,0.1966
9107,test,2.6408,0.7046
9108,val,2.2472,0.5030
9109,train,2.6742,0.7186
9110,train,1.6422,0.1757
9111,train,1.9586,0.3354
9112,val,2.3179,0.5412
9113,train,1.8997,0.3039
9114,train,3.3743,0.9123
9115,train,0.5782,0.0007
9116,train,2.0615,0.3927
9117,train,2.1721,0.4605
9118,train,1.8575,0.2807
9119,train,2.8117,0.7703
9120,val,2.8360,0.7785
9121,train,1.6754,0.1893
9122,train,1.2520,0.0524
9123,val,3.8289,0.9614
9124,train,1.9164,0.3126
9125,train,3.0247,0.8393
9126,val,2.5654,0.6683
9127,train,1.4911,0.1169
9128,train,2.2145,0.4845
9129,train,3.4980,0.9289
9130,train,2.5465,0.6576
9131,train,2.2944,0.5281
9132,train,2.6453,0.7069
9133,train,2.2611,0.5096
9134,train,2.6760,0.7194
9135,train,1.8800,0.2931
9136,test,3.1589,0.8724
9137,val,2.8610,0.7871
9138,val,2.9758,0.8255
9139,test,2.5967,0.6844
9140,val,3.1792,0.8773
9141,train,2.3816,0.5742
9142,train,2.3122,0.5380
9143,train,1.4449,0.1027
9144,train,1.8627,0.2840
9145,train,1.8646,0.2850
9146,train,3.1828,0.8778
9147,train,2.2905,0.5258
9148,train,1.5215,0.1295
9149,train,0.9149,0.0099
9150,train,2.3096,0.5363
9151,train,1.4900,0.1167
9152,train,0.8811,0.0081
9153,train,1.7427,0.2195
9154,train,2.1508,0.4443
9155,train,2.0844,0.4066
9156,train,1.2458,0.0511
9157,train,1.0310,0.0205
9158,train,2.6295,0.6994
9159,train,1.5233,0.1297
9160,val,3.9562,0.9697
9161,train,2.2289,0.4932
9162,train,1.9161,0.3122
9163,train,2.1066,0.4199
9164,train,2.5843,0.6768
9165,train,3.0877,0.8555
9166,train,1.5744,0.1489
9167,train,2.2849,0.5227
9168,train,2.8431,0.7817
9169,train,2.6305,0.6997
9170,train,2.1399,0.4378
9171,train,1.0758,0.0256
9172,val,3.1675,0.8743
9173,val,3.7731,0.9564
9174,train,2.1660,0.4558
9175,train,1.4966,0.1196
9176,train,1.5905,0.1553
9177,train,2.3177,0.5412
9178,train,2.0761,0.4009
9179,train,1.6611,0.1839
9180,test,2.6126,0.6916
9181,val,3.5785,0.9385
9182,test,1.6821,0.1918
9183,train,1.4960,0.1193
9184,test,5.1101,0.9964
9185,train,2.0508,0.3870
9186,train,1.8991,0.3034
9187,train,1.7261,0.2112
9188,train,2.0847,0.4068
9189,val,1.4486,0.1038
9190,train,2.0659,0.3952
9191,train,3.8908,0.9661
9192,train,1.4935,0.1180
9193,train,2.3021,0.5318
9194,test,3.3292,0.9045
9195,train,2.0517,0.3875
9196,train,2.3285,0.5463
9197,val,3.1574,0.8720
9198,train,2.8177,0.7721
9199,train,1.6860,0.1935
9200,val,2.5943,0.6830
9201,train,1.3710,0.0821
9202,test,3.8076,0.9597
9203,val,2.1522,0.4452
9204,val,2.8767,0.7924
9205,train,0.8335,0.0057
9206,val,3.6138,0.9423
9207,train,1.9405,0.3258
9208,train,1.1498,0.0353
9209,test,3.0261,0.8397
9210,train,1.0887,0.0274
9211,train,1.9031,0.3054
9212,train,1.6856,0.1933
9213,train,2.0758,0.4008
9214,test,2.6792,0.7210
9215,train,1.2028,0.0437
9216,train,2.0259,0.3728
9217,val,2.7293,0.7410
9218,train,3.1848,0.8784
9219,train,0.9989,0.0169
9220,train,1.8418,0.2718
9221,train,3.2816,0.8965
9222,train,3.4472,0.9224
9223,val,3.5152,0.9311
9224,train,1.4319,0.0983
9225,val,3.1485,0.8699
9226,train,1.7603,0.2297
9227,train,1.5674,0.1460
9228,train,1.0692,0.0249
9229,test,3.7452,0.9539
9230,train,1.7618,0.2305
9231,train,2.3943,0.5815
9232,train,1.5406,0.1354
9233,train,2.5935,0.6827
9234,train,1.0905,0.0277
9235,test,4.2387,0.9819
9236,train,2.3217,0.5429
9237,test,2.6664,0.7159
9238,train,2.3976,0.5832
9239,train,2.5054,0.6376
9240,train,1.5845,0.1530
9241,train,1.7371,0.2164
9242,train,1.7831,0.2411
9243,val,3.6793,0.9480
9244,train,2.0327,0.3770
9245,train,1.7435,0.2199
9246,train,2.8199,0.7733
9247,train,1.7006,0.1989
9248,train,1.9806,0.3472
9249,test,3.1639,0.8735
9250,train,1.7080,0.2029
9251,train,1.1369,0.0329
9252,train,2.3739,0.5698
9253,train,1.5527,0.1402
9254,train,3.3713,0.9116
9255,train,1.8400,0.2711
9256,test,2.1729,0.4614
9257,train,1.9310,0.3206
9258,test,2.8844,0.7949
9259,test,3.1095,0.8617
9260,train,2.4869,0.6284
9261,train,2.4112,0.5893
9262,train,2.0505,0.3866
9263,train,1.8292,0.2647
9264,train,1.8455,0.2740
9265,train,1.5375,0.1342
9266,train,2.2418,0.5001
9267,train,1.6854,0.1932
9268,test,2.5674,0.6694
9269,train,1.8413,0.2716
9270,val,2.8652,0.7887
9271,test,2.7488,0.7480
9272,val,3.3478,0.9075
9273,train,2.5918,0.6818
9274,val,3.1622,0.8732
9275,train,2.2871,0.5239
9276,test,3.5004,0.9293
9277,train,2.2470,0.5028
9278,val,2.3515,0.5592
9279,train,3.1848,0.8783
9280,train,1.0555,0.0234
9281,train,2.3732,0.5691
9282,train,1.2720,0.0571
9283,val,3.7192,0.9517
9284,train,2.8022,0.7667
9285,train,2.4909,0.6298
9286,train,1.5968,0.1572
9287,train,2.4714,0.6198
9288,train,1.7654,0.2328
9289,train,1.9914,0.3532
9290,train,1.3828,0.0843
9291,train,1.9240,0.3170
9292,train,2.6270,0.6986
9293,train,2.0051,0.3606
9294,train,1.9989,0.3570
9295,val,2.9745,0.8252
9296,train,1.4444,0.1027
9297,train,2.4895,0.6292
9298,val,3.1441,0.8687
9299,train,3.0914,0.8570
9300,train,1.4283,0.0969
9301,val,2.7598,0.7517
9302,train,1.5568,0.1414
9303,test,2.3910,0.5798
9304,train,1.8478,0.2758
9305,test,2.0072,0.3615
9306,val,2.4779,0.6232
9307,train,1.7534,0.2255
9308,train,2.4199,0.5941
9309,test,2.5035,0.6366
9310,train,1.3040,0.0650
9311,train,2.4756,0.6217
9312,train,2.1535,0.4458
9313,train,2.2980,0.5299
9314,val,3.4257,0.9195
9315,train,1.6777,0.1906
9316,train,1.4673,0.1092
9317,test,4.4377,0.9875
9318,train,1.7247,0.2105
9319,test,3.1467,0.8694
9320,train,1.6695,0.1876
9321,test,3.0242,0.8393
9322,train,2.5797,0.6752
9323,train,3.8326,0.9617
9324,train,3.2117,0.8841
9325,train,1.1542,0.0366
9326,train,1.9740,0.3440
9327,train,2.5580,0.6638
9328,val,2.8256,0.7754
9329,train,1.4998,0.1205
9330,train,1.2793,0.0587
9331,val,3.6126,0.9420
9332,train,2.3498,0.5582
9333,val,2.8469,0.7827
9334,train,2.9722,0.8245
9335,test,2.2301,0.4940
9336,val,2.3799,0.5732
9337,train,1.4010,0.0894
9338,train,2.7087,0.7331
9339,train,1.9228,0.3163
9340,train,2.0142,0.3652
9341,train,1.9552,0.3336
9342,train,3.1416,0.8679
9343,test,2.6012,0.6866
9344,test,2.3932,0.5811
9345,val,2.5657,0.6684
9346,val,3.0662,0.8504
9347,train,1.4854,0.1155
9348,train,1.8462,0.2745
9349,test,3.6854,0.9483
9350,test,3.3030,0.9001
9351,train,1.5091,0.1237
9352,train,2.1727,0.4611
9353,val,4.7671,0.9929
9354,train,2.0793,0.4034
9355,train,1.2627,0.0551
9356,train,2.6062,0.6887
9357,train,3.9390,0.9690
9358,val,3.1901,0.8797
9359,test,2.4958,0.6320
9360,train,1.5596,0.1427
9361,train,2.0599,0.3918
9362,train,1.8494,0.2772
9363,train,1.9984,0.3569
9364,val,3.4995,0.9291
9365,test,2.4088,0.5882
9366,test,5.3773,0.9974
9367,train,2.4022,0.5859
9368,train,1.6620,0.1845
9369,train,2.0032,0.3597
9370,val,3.0313,0.8412
9371,train,2.1320,0.4330
9372,test,2.3318,0.5481
9373,train,3.8878,0.9655
9374,train,3.7559,0.9548
9375,train,1.6701,0.1879
9376,test,1.7478,0.2221
9377,train,2.9229,0.8091
9378,train,2.1871,0.4701
9379,train,1.7788,0.2391
9380,train,2.6256,0.6978
9381,val,5.0120,0.9955
9382,train,2.3320,0.5482
9383,train,2.5255,0.6467
9384,train,2.4025,0.5860
9385,train,1.2856,0.0603
9386,test,2.6939,0.7267
9387,train,2.0814,0.4046
9388,train,1.5925,0.1561
9389,train,1.8425,0.2720
9390,train,1.4724,0.1109
9391,train,2.3229,0.5437
9392,val,2.3189,0.5416
9393,train,3.3450,0.9071
9394,train,1.8141,0.2564
9395,train,2.4310,0.6000
9396,val,2.1100,0.4220
9397,test,2.5493,0.6590
9398,test,2.8235,0.7748
9399,train,1.8850,0.2963
9400,train,2.1397,0.4376
9401,train,3.6541,0.9457
9402,train,3.0067,0.8346
9403,train,2.1578,0.4501
9404,train,2.0902,0.4097
9405,train,2.6784,0.7208
9406,train,2.1157,0.4246
9407,val,1.7628,0.2314
9408,train,3.2769,0.8958
9409,train,1.6437,0.1766
9410,train,1.4556,0.1062
9411,train,2.5018,0.6361
9412,train,1.5680,0.1463
9413,train,2.8164,0.7719
9414,val,2.5014,0.6358
9415,train,2.2733,0.5162
9416,train,2.7260,0.7394
9417,test,4.1324,0.9785
9418,train,2.7296,0.7412
9419,train,2.3860,0.5767
9420,train,2.0870,0.4082
9421,test,3.4119,0.9173
9422,train,3.8059,0.9594
9423,val,3.2020,0.8821
9424,train,2.4041,0.5864
9425,test,2.1562,0.4485
9426,test,2.2798,0.5202
9427,train,2.6792,0.7210
9428,test,2.9407,0.8139
9429,train,1.6562,0.1824
9430,train,2.2932,0.5272
9431,train,2.5294,0.6482
9432,train,3.5656,0.9376
9433,train,1.8840,0.2959
9434,test,2.3567,0.5620
9435,train,2.3869,0.5774
9436,test,4.2767,0.9833
9437,train,0.8084,0.0046
9438,test,1.9002,0.3040
9439,train,1.3104,0.0668
9440,train,1.9961,0.3555
9441,train,3.3291,0.9044
9442,train,1.0391,0.0213
9443,val,3.2522,0.8912
9444,train,2.8104,0.7698
9445,train,1.3051,0.0653
9446,val,2.2638,0.5112
9447,train,2.5209,0.6449
9448,train,2.7276,0.7402
9449,train,2.2773,0.5188
9450,test,2.2014,0.4776
9451,train,2.7172,0.7358
9452,train,4.2224,0.9813
9453,train,3.2949,0.8986
9454,train,1.9206,0.3153
9455,train,3.0363,0.8432
9456,test,2.8199,0.7733
9457,test,2.7861,0.7616
9458,train,2.2832,0.5220
9459,train,1.4259,0.0960
9460,train,1.5448,0.1373
9461,test,4.5205,0.9893
9462,test,3.5936,0.9402
9463,train,1.7606,0.2299
9464,train,1.9827,0.3480
9465,train,1.7273,0.2119
9466,train,2.4736,0.6207
9467,train,2.6588,0.7127
9468,train,1.7891,0.2446
9469,train,3.1691,0.8746
9470,test,3.1971,0.8812
9471,train,2.6529,0.7104
9472,val,2.1196,0.4267
9473,train,2.1073,0.4204
9474,test,3.2355,0.8885
9475,train,2.1844,0.4684
9476,test,4.0719,0.9760
9477,val,2.4419,0.6065
9478,train,1.2326,0.0485
9479,val,2.6980,0.7293
9480,train,2.8426,0.7815
9481,train,2.0259,0.3729
9482,train,2.4570,0.6129
9483,val,2.3417,0.5536
9484,val,2.4742,0.6210
9485,train,2.3371,0.5508
9486,train,2.1703,0.4589
9487,test,1.9108,0.3096
9488,train,2.2178,0.4866
9489,train,1.7472,0.2218
9490,test,2.2101,0.4818
9491,train,2.0012,0.3584
9492,train,2.2482,0.5032
9493,train,1.8804,0.2935
9494,val,2.1680,0.4570
9495,train,2.6598,0.7130
9496,val,3.6026,0.9411
9497,train,2.6397,0.7041
9498,train,2.1671,0.4565
9499,train,2.7310,0.7420
9500,train,1.3846,0.0851
9501,val,2.3480,0.5570
9502,train,2.5791,0.6751
9503,train,3.1998,0.8816
9504,train,1.1595,0.0376
9505,train,2.7218,0.7377
9506,train,2.1188,0.4264
9507,train,2.5976,0.6848
9508,train,1.9678,0.3406
9509,test,2.6495,0.7085
9510,val,1.4520,0.1046
9511,train,1.7340,0.2150
9512,train,1.6090,0.1619
9513,train,1.0670,0.0248
9514,train,2.1678,0.4568
9515,train,1.4104,0.0919
9516,val,3.3193,0.9030
9517,train,2.0882,0.4088
9518,val,2.1509,0.4444
9519,train,1.2879,0.0608
9520,train,1.2894,0.0611
9521,train,2.3177,0.5411
9522,train,1.7573,0.2277
9523,test,2.2268,0.4921
9524,train,2.9968,0.8317
9525,test,3.0957,0.8584
9526,test,4.5275,0.9893
9527,train,1.6950,0.1973
9528,train,2.7898,0.7631
9529,train,1.9190,0.3143
9530,train,2.5469,0.6578
9531,val,3.0409,0.8441
9532,val,2.9382,0.8134
9533,train,2.1027,0.4179
9534,train,1.4107,0.0920
9535,train,2.0036,0.3599
9536,test,2.6841,0.7227
9537,train,1.9329,0.3217
9538,val,2.9412,0.8140
9539,train,2.3292,0.5468
9540,train,1.7303,0.2132
9541,train,1.8928,0.3002
9542,train,2.8367,0.7789
9543,test,2.0825,0.4054
9544,train,3.7494,0.9542
9545,train,2.0988,0.4152
9546,train,2.0125,0.3641
9547,test,3.0901,0.8565
9548,train,1.5579,0.1417
9549,train,2.4252,0.5973
9550,val,3.3332,0.9054
9551,train,3.1266,0.8647
9552,train,1.9213,0.3158
9553,train,1.2097,0.0446
9554,train,1.5276,0.1313
9555,train,1.2402,0.0497
9556,train,1.5902,0.1551
9557,train,2.3064,0.5341
9558,train,1.4955,0.1187
9559,train,3.1874,0.8790
9560,train,2.6203,0.6957
9561,train,0.8490,0.0067
9562,train,2.4538,0.6113
